date,open,high,low,close
2017-08-10T08:30:00+03:00,1276.43,1277.36,1276.34,1277.15
2017-08-10T08:15:00+03:00,1276.93,1276.93,1276.23,1276.42
2017-08-10T08:00:00+03:00,1276.64,1277.49,1276.53,1276.92
2017-08-10T07:45:00+03:00,1276.45,1276.89,1276.41,1276.63
2017-08-10T07:30:00+03:00,1276.91,1276.91,1276.4,1276.46
2017-08-10T07:15:00+03:00,1276.71,1277.15,1276.52,1276.92
2017-08-10T07:00:00+03:00,1276.22,1276.73,1276.13,1276.73
2017-08-10T06:45:00+03:00,1276.1,1276.33,1275.92,1276.23
2017-08-10T06:30:00+03:00,1276.18,1276.31,1275.88,1276.08
2017-08-10T06:15:00+03:00,1276.39,1276.42,1275.69,1276.14
2017-08-10T06:00:00+03:00,1276.56,1276.58,1276.19,1276.36
2017-08-10T05:45:00+03:00,1276.71,1276.96,1276.49,1276.54
2017-08-10T05:30:00+03:00,1276,1276.85,1275.97,1276.7
2017-08-10T05:15:00+03:00,1276.1,1276.6,1275.91,1275.94
2017-08-10T05:00:00+03:00,1275.8,1276.22,1275.47,1276.11
2017-08-10T04:45:00+03:00,1275.91,1276.08,1275.06,1275.73
2017-08-10T04:30:00+03:00,1275.31,1276.59,1275.21,1275.97
2017-08-10T04:15:00+03:00,1275.14,1275.52,1274.96,1275.3
2017-08-10T04:00:00+03:00,1275.36,1275.74,1274.53,1275.15
2017-08-10T03:45:00+03:00,1274.52,1275.69,1274.32,1275.4
2017-08-10T03:30:00+03:00,1275.18,1275.44,1274.42,1274.51
2017-08-10T03:15:00+03:00,1274.71,1275.21,1274.7,1275.2
2017-08-10T03:00:00+03:00,1275.56,1275.6,1274.4,1274.69
2017-08-10T02:45:00+03:00,1275.28,1275.67,1274.8,1275.62
2017-08-10T02:30:00+03:00,1276.25,1276.46,1275.17,1275.3
2017-08-10T02:15:00+03:00,1276.31,1276.68,1275.48,1276.24
2017-08-10T02:00:00+03:00,1276.46,1276.6,1276.1,1276.32
2017-08-10T01:45:00+03:00,1276.24,1277.74,1275.84,1276.45
2017-08-10T01:30:00+03:00,1276.84,1277.07,1276.15,1276.22
2017-08-10T01:15:00+03:00,1276.62,1276.95,1276.32,1276.86
2017-08-10T01:00:00+03:00,1277.25,1277.33,1276.43,1276.63
2017-08-09T23:45:00+03:00,1276.53,1277.7,1276.47,1277.12
2017-08-09T23:30:00+03:00,1276.13,1276.67,1275.55,1276.52
2017-08-09T23:15:00+03:00,1275.44,1276.24,1275.35,1276.09
2017-08-09T23:00:00+03:00,1275.61,1275.68,1275.34,1275.39
2017-08-09T22:45:00+03:00,1275.36,1276.08,1274.95,1275.59
2017-08-09T22:30:00+03:00,1275.28,1275.82,1274.95,1275.35
